Generation,Fitness
0,0.0210615278432
1,0.0200981046226
2,0.0200981046226
3,0.0200981046226
4,0.0183430917032
5,0.0179098654869
6,0.0179098654217
7,0.0179077514848
8,0.0178978798525
9,0.0178942572674
10,0.017894257192
11,0.0178622691912
12,0.0178619257024
13,0.0178602805313
14,0.0178512086093
15,0.0178511969348
16,0.0178392855931
17,0.0178392855931
18,0.0178392786361
19,0.0178390126136
20,0.0178314011159
21,0.0178277379633
22,0.0178277375606
23,0.0178277375606
24,0.0178275389094
25,0.0178275389094
26,0.0178274869756
27,0.0178272924979
28,0.0178272928982
29,0.0178272912008
30,0.0178271817454
31,0.0178271817454
32,0.0178271808811
33,0.0178271808811
34,0.0178269599158
35,0.0178269599158
36,0.0178269599158
37,0.0178269323463
38,0.0178269323463
39,0.0178269323396
40,0.0178269323112
41,0.0178269323028
42,0.0178269323028
43,0.0178269322573
44,0.0178269322486
45,0.0178269316568
46,0.0178269316568
47,0.0178269316568
48,0.017826931008
49,0.0178269310035
50,0.0178269310035
51,0.0178269310035
52,0.0178269310035
53,0.0178269309497
54,0.0178269309496
55,0.0178269309453
56,0.0178269309452
57,0.0178269309452
58,0.0178269309434
59,0.0178269309434
60,0.0178269309434
61,0.0178269309434
62,0.0178269309434
63,0.0178269309433
64,0.0178269309426
65,0.0178269309423
66,0.0178269309423
67,0.0178269309423
68,0.0178269309422
69,0.0178269309422
70,0.0178269309422
71,0.0178269309422
72,0.0178269309422
73,0.0178269309422
74,0.0178269309422
75,0.0178269309421
76,0.0178269309421
77,0.0178269309421
78,0.0178269309421
79,0.0178269309421
80,0.0178269309421
81,0.0178269309421
82,0.0178269309421
83,0.0178269309421
84,0.0178269309421
85,0.0178269309421
86,0.0178269309421
87,0.0178269309421
88,0.0178269309421
89,0.0178269309421
90,0.0178269309421
91,0.0178269309421
92,0.0178269309421
93,0.0178269309421
94,0.0178269309421
95,0.0178269309421
96,0.0178269309421
97,0.0178269309421
98,0.0178269309421
99,0.0178269309421
